,location,total_sqft,bath,balcony,price,bhk
6129,Sarjapur  Road,1311.0,2.0,1.0,78.0,2.0
6130,Sarjapur  Road,1220.0,3.0,3.0,56.0,3.0
6131,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6132,Sarjapur  Road,1145.0,2.0,2.0,75.0,2.0
6133,Sarjapur  Road,1300.0,2.0,2.0,70.0,3.0
6134,Sarjapur  Road,1390.0,2.0,2.0,62.0,2.0
6135,Sarjapur  Road,1725.0,3.0,3.0,90.0,3.0
6136,Sarjapur  Road,1476.0,2.0,2.0,98.94,3.0
6137,Sarjapur  Road,2180.0,3.0,2.0,170.0,3.0
6138,Sarjapur  Road,1084.0,2.0,3.0,55.0,2.0
6139,Sarjapur  Road,1220.0,3.0,2.0,62.0,3.0
6140,Sarjapur  Road,1750.0,3.0,2.0,110.0,3.0
6141,Sarjapur  Road,1888.0,4.0,1.0,95.0,3.0
6142,Sarjapur  Road,1300.0,3.0,2.0,60.0,3.0
6143,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0
6144,Sarjapur  Road,2600.0,3.0,2.0,200.0,3.0
6145,Sarjapur  Road,5965.0,5.0,2.0,385.0,5.0
6146,Sarjapur  Road,685.0,1.0,1.0,40.0,1.0
6147,Sarjapur  Road,915.0,2.0,1.0,38.0,2.0
6148,Sarjapur  Road,2720.0,5.0,2.0,210.0,3.0
6149,Sarjapur  Road,1241.0,2.0,1.0,82.0,2.0
6150,Sarjapur  Road,984.0,2.0,1.0,45.91,2.0
6151,Sarjapur  Road,1400.0,2.0,2.0,68.0,2.0
6152,Sarjapur  Road,3785.0,6.0,2.0,280.0,4.0
6153,Sarjapur  Road,835.0,1.0,1.0,46.95,1.0
6154,Sarjapur  Road,1280.0,2.0,1.0,76.0,2.0
6155,Sarjapur  Road,1145.0,2.0,2.0,49.5,2.0
6156,Sarjapur  Road,1470.0,3.0,0.0,62.0,3.0
6157,Sarjapur  Road,1263.0,2.0,1.0,78.0,2.0
6158,Sarjapur  Road,1691.0,3.0,1.0,98.0,3.0
6159,Sarjapur  Road,3416.5,6.0,0.0,143.0,4.0
6160,Sarjapur  Road,1308.0,2.0,1.0,83.0,2.0
6161,Sarjapur  Road,1592.0,3.0,1.0,91.0,3.0
6162,Sarjapur  Road,1016.0,2.0,1.0,45.0,2.0
6163,Sarjapur  Road,1150.0,2.0,2.0,77.0,2.0
6164,Sarjapur  Road,1965.0,3.0,3.0,120.0,3.0
6165,Sarjapur  Road,2275.0,4.0,2.0,180.0,3.0
6166,Sarjapur  Road,985.0,2.0,1.0,49.0,2.0
6167,Sarjapur  Road,1418.0,2.0,2.0,78.0,2.0
6168,Sarjapur  Road,1200.0,2.0,1.0,93.0,2.0
6169,Sarjapur  Road,1586.0,3.0,3.0,70.0,3.0
6170,Sarjapur  Road,1260.0,2.0,2.0,53.0,2.0
6171,Sarjapur  Road,1115.0,2.0,1.0,60.0,2.0
6172,Sarjapur  Road,1525.0,2.0,2.0,87.0,3.0
6173,Sarjapur  Road,1346.0,2.0,1.0,71.32,2.0
6174,Sarjapur  Road,3905.0,7.0,2.0,290.0,5.0
6175,Sarjapur  Road,915.0,2.0,2.0,37.0,2.0
6176,Sarjapur  Road,715.0,1.0,2.0,29.0,1.0
6177,Sarjapur  Road,1230.0,2.0,3.0,94.5,2.0
6178,Sarjapur  Road,1750.0,3.0,3.0,99.0,3.0
6179,Sarjapur  Road,1145.0,2.0,1.0,62.0,2.0
6180,Sarjapur  Road,1500.0,3.0,2.0,88.0,3.0
6181,Sarjapur  Road,1190.0,2.0,1.0,50.0,2.0
6182,Sarjapur  Road,1846.0,3.0,3.0,145.0,3.0
6183,Sarjapur  Road,1067.0,2.0,1.0,60.0,2.0
6184,Sarjapur  Road,3200.0,5.0,3.0,140.0,5.0
6185,Sarjapur  Road,1700.0,3.0,1.0,95.0,3.0
6186,Sarjapur  Road,1230.0,2.0,1.0,65.0,2.0
6187,Sarjapur  Road,1939.0,3.0,0.0,98.0,3.0
6188,Sarjapur  Road,3785.0,5.0,2.0,280.0,4.0
6189,Sarjapur  Road,2556.0,3.0,2.0,169.0,3.0
6190,Sarjapur  Road,1278.0,2.0,2.0,90.0,2.0
6191,Sarjapur  Road,984.0,2.0,1.0,45.91,2.0
6192,Sarjapur  Road,1305.0,2.0,1.0,99.0,2.0
6193,Sarjapur  Road,1755.0,3.0,2.0,122.0,3.0
6194,Sarjapur  Road,4334.0,2.0,2.0,338.0,4.0
6195,Sarjapur  Road,1120.0,2.0,2.0,50.0,2.0
6196,Sarjapur  Road,1530.0,2.0,2.0,60.0,3.0
6197,Sarjapur  Road,1700.0,3.0,2.0,93.5,3.0
6198,Sarjapur  Road,1403.0,3.0,1.0,56.0,3.0
6199,Sarjapur  Road,1060.0,2.0,1.0,55.0,2.0
6200,Sarjapur  Road,1455.0,2.0,1.0,98.0,3.0
6201,Sarjapur  Road,1850.0,3.0,3.0,140.0,3.0
6202,Sarjapur  Road,950.0,1.0,0.0,39.9,1.0
6203,Sarjapur  Road,1826.0,3.0,2.0,130.0,3.0
6204,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
6205,Sarjapur  Road,1220.0,3.0,2.0,58.0,3.0
6206,Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
6207,Sarjapur  Road,1700.0,3.0,3.0,108.0,3.0
6208,Sarjapur  Road,1539.0,3.0,2.0,85.0,3.0
6209,Sarjapur  Road,1489.0,2.0,3.0,82.0,3.0
6210,Sarjapur  Road,1550.0,2.0,2.0,69.75,3.0
6211,Sarjapur  Road,1200.0,2.0,2.0,75.0,2.0
6212,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
6213,Sarjapur  Road,1308.0,2.0,1.0,58.86,2.0
6214,Sarjapur  Road,920.0,2.0,1.0,40.0,2.0
6215,Sarjapur  Road,3044.0,3.0,2.0,183.0,3.0
6216,Sarjapur  Road,1163.0,2.0,2.0,62.0,3.0
6217,Sarjapur  Road,3004.0,4.0,2.0,158.0,3.0
6218,Sarjapur  Road,1877.0,4.0,2.0,150.0,3.0
6219,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
6220,Sarjapur  Road,1229.0,2.0,2.0,70.0,2.0
6221,Sarjapur  Road,1342.0,2.0,2.0,70.0,2.0
6222,Sarjapur  Road,1711.0,3.0,1.0,110.0,3.0
6223,Sarjapur  Road,1484.0,2.0,2.0,65.0,3.0
6224,Sarjapur  Road,1115.0,2.0,1.0,50.0,2.0
6225,Sarjapur  Road,1220.0,3.0,2.0,57.0,3.0
6226,Sarjapur  Road,1050.0,2.0,1.0,63.5,2.0
6227,Sarjapur  Road,1350.0,2.0,2.0,102.0,2.0
6228,Sarjapur  Road,2990.0,4.0,2.0,240.0,4.0
6229,Sarjapur  Road,1035.0,2.0,2.0,49.0,2.0
6230,Sarjapur  Road,1457.0,3.0,3.0,85.0,3.0
6231,Sarjapur  Road,1685.0,3.0,1.0,135.0,3.0
6232,Sarjapur  Road,1350.0,2.0,2.0,68.0,2.0
6233,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0
6234,Sarjapur  Road,1157.0,2.0,1.0,53.99,3.0
6235,Sarjapur  Road,1385.0,3.0,1.0,55.0,3.0
6236,Sarjapur  Road,1700.0,3.0,1.0,79.9,3.0
6237,Sarjapur  Road,984.0,2.0,1.0,55.0,2.0
6238,Sarjapur  Road,1864.0,3.0,2.0,105.0,4.0
6239,Sarjapur  Road,1157.0,2.0,1.0,57.84,3.0
6240,Sarjapur  Road,3385.5,6.0,0.0,142.0,4.0
6241,Sarjapur  Road,1320.0,2.0,1.0,100.0,2.0
6242,Sarjapur  Road,1984.0,4.0,1.0,145.0,3.0
6243,Sarjapur  Road,1773.5,2.0,2.0,85.125,3.0
6244,Sarjapur  Road,1800.0,3.0,1.0,90.0,4.0
6245,Sarjapur  Road,7800.0,6.0,2.0,385.0,5.0
6246,Sarjapur  Road,1550.0,2.0,1.0,89.0,3.0
6247,Sarjapur  Road,2425.0,5.0,1.0,201.0,4.0
6248,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
6249,Sarjapur  Road,1400.0,3.0,2.0,55.0,3.0
6250,Sarjapur  Road,2070.0,4.0,2.0,160.0,3.0
6251,Sarjapur  Road,1220.0,3.0,2.0,56.0,3.0
6252,Sarjapur  Road,1435.0,3.0,2.0,90.0,3.0
6253,Sarjapur  Road,1194.0,2.0,1.0,51.0,2.0
6254,Sarjapur  Road,1262.0,2.0,2.0,67.0,2.0
6255,Sarjapur  Road,1693.0,3.0,2.0,125.0,3.0
6256,Sarjapur  Road,1826.0,3.0,2.0,125.0,3.0
6257,Sarjapur  Road,1660.0,3.0,2.0,116.0,3.0
6258,Sarjapur  Road,1060.0,2.0,1.0,50.0,2.0
6259,Sarjapur  Road,1830.0,3.0,1.0,119.0,3.0
6260,Sarjapur  Road,984.0,2.0,1.0,45.91,2.0
6261,Sarjapur  Road,1929.0,4.0,1.0,101.0,3.0
6262,Sarjapur  Road,1525.0,2.0,2.0,65.0,3.0
6263,Sarjapur  Road,2900.0,4.0,2.0,240.0,4.0
6264,Sarjapur  Road,1059.0,2.0,2.0,68.0,2.0
6265,Sarjapur  Road,1577.0,3.0,2.0,65.0,3.0
6266,Sarjapur  Road,1157.0,2.0,1.0,74.0,3.0
6267,Sarjapur  Road,1700.0,3.0,1.0,118.0,3.0
6268,Sarjapur  Road,1691.0,3.0,3.0,120.0,3.0
6269,Sarjapur  Road,1929.0,3.0,1.0,103.0,3.0
6270,Sarjapur  Road,1308.0,2.0,1.0,75.0,2.0
6271,Sarjapur  Road,1580.0,3.0,3.0,125.0,3.0
6272,Sarjapur  Road,1797.0,4.0,1.0,95.0,3.0
6273,Sarjapur  Road,1763.25,3.0,3.0,98.0,3.0
6274,Sarjapur  Road,1826.0,3.0,2.0,130.0,3.0
6275,Sarjapur  Road,1550.0,2.0,2.0,98.0,3.0
6276,Sarjapur  Road,1145.0,2.0,2.0,49.5,2.0
6277,Sarjapur  Road,1450.0,2.0,1.0,75.0,3.0
6278,Sarjapur  Road,1819.0,3.0,2.0,100.0,3.0
6279,Sarjapur  Road,984.0,2.0,1.0,59.0,2.0
6280,Sarjapur  Road,1489.0,3.0,2.0,88.0,3.0
6281,Sarjapur  Road,702.0,1.0,1.0,52.0,1.0
6282,Sarjapur  Road,1242.0,2.0,1.0,75.0,2.0
6283,Sarjapur  Road,2275.0,4.0,2.0,185.0,3.0
6284,Sarjapur  Road,2100.0,3.0,1.0,135.0,3.0
6285,Sarjapur  Road,1700.0,3.0,2.0,93.5,3.0
6286,Sarjapur  Road,1862.0,4.0,1.0,110.0,3.0
6287,Sarjapur  Road,2275.0,4.0,2.0,175.0,3.0
6288,Sarjapur  Road,1787.0,3.0,2.0,116.0,3.0
6289,Sarjapur  Road,1691.0,3.0,2.0,93.01,3.0
6290,Sarjapur  Road,1028.0,2.0,1.0,56.0,2.0
6291,Sarjapur  Road,4395.0,4.0,2.0,242.0,4.0
6292,Sarjapur  Road,1181.0,2.0,1.0,65.0,3.0
6293,Sarjapur  Road,1691.0,3.0,2.0,100.0,3.0
6294,Sarjapur  Road,1026.0,2.0,1.0,60.55,2.0
6295,Sarjapur  Road,1350.0,2.0,1.0,85.0,2.0
6296,Sarjapur  Road,1157.0,2.0,1.0,72.0,3.0
6297,Sarjapur  Road,1019.0,2.0,1.0,62.0,2.0
6298,Sarjapur  Road,3418.0,3.0,2.0,235.0,4.0
6299,Sarjapur  Road,691.0,1.0,1.0,31.1,1.0
6300,Sarjapur  Road,994.0,2.0,2.0,45.0,2.0
6301,Sarjapur  Road,3913.0,5.0,0.0,176.0,4.0
6302,Sarjapur  Road,1130.0,2.0,2.0,55.0,2.0
6303,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
6304,Sarjapur  Road,2275.0,4.0,2.0,182.0,3.0
6305,Sarjapur  Road,1525.0,2.0,2.0,65.0,3.0
6306,Sarjapur  Road,1346.0,2.0,1.0,67.38,2.0
6307,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
6308,Sarjapur  Road,1045.0,2.0,2.0,42.15,2.0
6309,Sarjapur  Road,2880.0,3.0,2.0,211.0,4.0
6310,Sarjapur  Road,3418.0,2.0,2.0,222.0,4.0
6311,Sarjapur  Road,984.0,2.0,1.0,45.91,2.0
6312,Sarjapur  Road,675.0,1.0,1.0,27.0,1.0
6313,Sarjapur  Road,1773.5,2.0,2.0,102.92,3.0
6314,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6315,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6316,Sarjapur  Road,1335.0,2.0,1.0,95.0,2.0
6317,Sarjapur  Road,1525.0,2.0,3.0,63.0,3.0
6318,Sarjapur  Road,1680.0,3.0,2.0,126.0,3.0
6319,Sarjapur  Road,1222.0,2.0,1.0,68.0,3.0
6320,Sarjapur  Road,3420.0,4.0,2.0,225.0,4.0
6321,Sarjapur  Road,1510.0,2.0,1.0,110.0,3.0
6322,Sarjapur  Road,1242.0,2.0,1.0,78.0,2.0
6323,Sarjapur  Road,1665.0,3.0,2.0,74.93,3.0
6324,Sarjapur  Road,1129.0,2.0,1.0,69.0,2.0
6325,Sarjapur  Road,1850.0,3.0,2.0,140.0,3.0
6326,Sarjapur  Road,1113.0,2.0,1.0,44.5,2.0
6327,Sarjapur  Road,1879.0,3.0,2.0,155.0,3.0
6328,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6329,Sarjapur  Road,2425.0,5.0,1.0,175.0,4.0
6330,Sarjapur  Road,1323.0,2.0,2.0,74.0,2.0
6331,Sarjapur  Road,2289.0,3.0,2.0,178.0,3.0
6332,Sarjapur  Road,1505.0,2.0,2.0,60.0,3.0
6333,Sarjapur  Road,1314.0,2.0,2.0,70.44,3.0
6334,Sarjapur  Road,2100.0,3.0,2.0,130.0,3.0
6335,Sarjapur  Road,702.0,1.0,0.0,35.8,1.0
6336,Sarjapur  Road,1115.0,2.0,1.0,50.0,2.0
6337,Sarjapur  Road,1800.0,3.0,2.0,128.0,3.0
6338,Sarjapur  Road,2275.0,4.0,2.0,187.0,3.0
6339,Sarjapur  Road,1270.0,2.0,1.0,54.0,3.0
6340,Sarjapur  Road,1026.0,2.0,2.0,60.8,2.0
6341,Sarjapur  Road,1025.0,2.0,2.0,45.5,2.0
6342,Sarjapur  Road,1216.0,2.0,2.0,70.0,2.0
6343,Sarjapur  Road,1112.0,2.0,1.0,62.0,2.0
6344,Sarjapur  Road,1273.0,2.0,2.0,60.0,2.0
6345,Sarjapur  Road,1157.0,2.0,1.0,69.0,3.0
6346,Sarjapur  Road,1000.0,2.0,2.0,40.0,2.0
6347,Sarjapur  Road,1026.0,2.0,1.0,60.8,2.0
6348,Sarjapur  Road,1150.0,2.0,1.0,48.5,2.0
6349,Sarjapur  Road,1600.0,3.0,1.0,120.0,3.0
6350,Sarjapur  Road,1370.0,2.0,1.0,70.0,2.0
6351,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6352,Sarjapur  Road,475.0,1.0,1.0,26.0,1.0
6353,Sarjapur  Road,1197.0,2.0,1.0,56.86,2.0
6354,Sarjapur  Road,3040.0,4.0,2.0,135.0,4.0
6355,Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
6356,Sarjapur  Road,1194.0,2.0,1.0,57.0,2.0
6357,Sarjapur  Road,984.0,2.0,1.0,45.75,2.0
6358,Sarjapur  Road,1346.0,2.0,1.0,69.61,2.0
6359,Sarjapur  Road,2089.0,3.0,2.0,148.0,3.0
6360,Sarjapur  Road,1612.0,3.0,1.0,98.38,3.0
6361,Sarjapur  Road,1290.0,2.0,2.0,88.0,2.0
6362,Sarjapur  Road,1371.0,2.0,1.0,86.0,2.0
6363,Sarjapur  Road,2140.0,3.0,2.0,139.0,3.0
6364,Sarjapur  Road,1044.0,2.0,2.0,55.0,2.0
6365,Sarjapur  Road,1600.0,3.0,1.0,85.0,3.0
6366,Sarjapur  Road,2180.0,4.0,3.0,180.0,3.0
6367,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6368,Sarjapur  Road,2206.0,4.0,1.0,180.0,3.0
6369,Sarjapur  Road,1309.0,2.0,3.0,69.5,2.0
6370,Sarjapur  Road,1691.0,3.0,2.0,100.0,3.0
6371,Sarjapur  Road,1367.0,2.0,0.0,80.0,2.0
6372,Sarjapur  Road,1565.0,3.0,2.0,78.0,3.0
6373,Sarjapur  Road,4395.0,4.0,2.0,242.0,4.0
6374,Sarjapur  Road,1984.0,4.0,1.0,148.0,3.0
6375,Sarjapur  Road,1035.0,2.0,1.0,47.0,2.0
6376,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6377,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
6378,Sarjapur  Road,1112.0,2.0,1.0,58.0,2.0
6379,Sarjapur  Road,1340.0,2.0,2.0,75.0,2.0
6380,Sarjapur  Road,3500.0,3.0,2.0,275.0,3.0
6381,Sarjapur  Road,1850.0,3.0,2.0,89.0,3.0
6382,Sarjapur  Road,1132.0,2.0,1.0,70.0,2.0
6383,Sarjapur  Road,1380.0,2.0,2.0,55.0,3.0
6384,Sarjapur  Road,2425.0,5.0,1.0,195.0,4.0
6385,Sarjapura - Attibele Road,1330.0,2.0,1.0,48.0,3.0
6386,Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3.0
6387,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2.0
6388,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3.0
6389,Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2.0
6390,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3.0
6391,Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3.0
6392,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2.0
6393,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2.0
6394,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3.0
6395,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2.0
6396,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2.0
6397,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1.0
6398,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3.0
6399,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2.0
6400,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1.0
6401,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2.0
6402,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3.0
6403,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3.0
6404,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2.0
6405,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3.0
6406,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2.0
6407,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4.0
6408,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2.0
6409,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3.0
6410,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3.0
6411,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2.0
6412,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2.0
6413,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3.0
6414,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3.0
6415,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3.0
6416,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,3.0
6417,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2.0
6418,Seegehalli,901.0,2.0,1.0,35.14,2.0
6419,Seegehalli,1150.0,2.0,2.0,42.9,3.0
6420,Seegehalli,800.0,1.0,0.0,50.0,2.0
6421,Seegehalli,1525.0,3.0,2.0,65.0,3.0
6422,Seegehalli,1118.0,2.0,2.0,37.5,2.0
6423,Seegehalli,1200.0,2.0,0.0,62.0,3.0
6424,Seegehalli,1155.0,2.0,0.0,72.0,2.0
6425,Seegehalli,1830.0,4.0,2.0,82.0,3.0
6426,Seegehalli,4000.0,3.0,1.0,235.0,3.0
6427,Seegehalli,3000.0,5.0,3.0,150.0,4.0
6428,Seegehalli,2800.0,4.0,3.0,140.0,4.0
6429,Seegehalli,1096.0,2.0,1.0,41.0,2.0
6430,Seegehalli,1420.0,2.0,2.0,46.0,3.0
6431,Seegehalli,920.0,2.0,1.0,27.0,2.0
6432,Seegehalli,1553.0,3.0,3.0,68.0,3.0
6433,Seegehalli,1639.0,3.0,3.0,120.0,3.0
6434,Seegehalli,3000.0,4.0,2.0,235.0,3.0
6435,Seegehalli,1134.0,2.0,2.0,45.0,2.0
6436,Seegehalli,1683.0,3.0,3.0,80.0,3.0
6437,Seegehalli,1176.0,2.0,2.0,50.0,2.0
6438,Seegehalli,3000.0,4.0,2.0,240.0,3.0
6439,Shampura,2650.0,4.0,2.0,150.0,4.0
6440,Shampura,1200.0,2.0,3.0,53.0,2.0
6441,Shampura,700.0,1.0,2.0,35.0,2.0
6442,Shampura,1400.0,3.0,1.0,70.0,3.0
6443,Shampura,1475.0,3.0,3.0,78.0,3.0
6444,Shampura,1700.0,3.0,3.0,75.0,3.0
6445,Shivaji Nagar,850.0,2.0,2.0,55.0,2.0
6446,Shivaji Nagar,1554.0,3.0,3.0,130.0,2.0
6447,Shivaji Nagar,3820.0,1.0,1.0,306.0,1.0
6448,Shivaji Nagar,703.0,2.0,1.0,49.5,2.0
6449,Shivaji Nagar,1460.0,2.0,1.0,90.0,3.0
6450,Shivaji Nagar,600.0,1.0,1.0,65.0,2.0
6451,Singasandra,1440.0,2.0,3.0,65.0,3.0
6452,Singasandra,1030.0,2.0,2.0,55.0,2.0
6453,Singasandra,3850.0,6.0,3.0,195.0,4.0
6454,Singasandra,1100.0,2.0,1.0,52.0,2.0
6455,Singasandra,1306.0,2.0,2.0,58.0,3.0
6456,Singasandra,1300.0,2.0,2.0,65.0,2.0
6457,Singasandra,3126.0,4.0,2.0,120.0,4.0
6458,Singasandra,1464.0,3.0,2.0,56.0,3.0
6459,Singasandra,1010.0,2.0,1.0,40.0,2.0
6460,Singasandra,1375.0,2.0,3.0,58.0,2.0
6461,Singasandra,1120.0,2.0,1.0,60.0,2.0
6462,Singasandra,1510.0,3.0,2.0,75.0,3.0
6463,Singasandra,1179.0,2.0,2.0,56.0,2.0
6464,Singasandra,1416.0,2.0,2.0,67.0,2.0
6465,Singasandra,1476.0,2.0,1.0,73.0,3.0
6466,Singasandra,1139.7,2.0,1.0,45.0,2.0
6467,Singasandra,1465.0,2.0,3.0,60.0,2.0
6468,Singasandra,1464.0,3.0,2.0,56.0,3.0
6469,Singasandra,1653.0,3.0,2.0,85.0,3.0
6470,Somasundara Palya,1255.0,2.0,2.0,67.0,2.0
6471,Somasundara Palya,1448.0,2.0,2.0,68.0,2.0
6472,Somasundara Palya,1570.0,3.0,3.0,68.0,3.0
6473,Somasundara Palya,1178.0,2.0,3.0,73.0,2.0
6474,Somasundara Palya,1260.0,2.0,1.0,60.0,2.0
6475,Somasundara Palya,1033.0,2.0,2.0,48.0,2.0
6476,Somasundara Palya,1329.0,2.0,2.0,70.0,2.0
6477,Somasundara Palya,2372.0,3.0,2.0,140.0,3.0
6478,Somasundara Palya,1185.0,2.0,3.0,70.0,2.0
6479,Somasundara Palya,1575.0,3.0,3.0,68.0,3.0
6480,Somasundara Palya,1600.0,3.0,3.0,68.0,3.0
6481,Somasundara Palya,1600.0,3.0,3.0,69.0,3.0
6482,Somasundara Palya,2400.0,3.0,3.0,140.0,4.0
6483,Somasundara Palya,1650.0,3.0,2.0,95.0,3.0
6484,Somasundara Palya,1186.0,2.0,3.0,72.0,2.0
6485,Somasundara Palya,1600.0,3.0,3.0,69.0,3.0
6486,Sompura,825.0,2.0,1.0,33.0,2.0
6487,Sompura,1025.0,2.0,0.0,37.0,3.0
6488,Sompura,1020.0,2.0,3.0,41.0,2.0
6489,Sompura,1126.0,2.0,2.0,39.0,2.0
6490,Sompura,825.0,2.0,1.0,32.0,2.0
6491,Sompura,1360.0,2.0,3.0,45.0,3.0
6492,Sompura,1350.0,2.0,2.0,47.0,3.0
6493,Sompura,2150.0,3.0,2.0,85.0,4.0
6494,Sonnenahalli,1415.0,2.0,1.0,55.0,3.0
6495,Sonnenahalli,896.0,2.0,1.0,43.75,2.0
6496,Sonnenahalli,1120.0,2.0,2.0,43.0,2.0
6497,Sonnenahalli,1100.0,2.0,1.0,44.0,2.0
6498,Sonnenahalli,1011.0,2.0,1.0,50.53,2.0
6499,Sonnenahalli,614.5,1.0,0.0,30.715,1.0
6500,Sonnenahalli,1484.0,3.0,1.0,74.18,3.0
6501,Sonnenahalli,1610.0,3.0,2.0,80.48,3.0
6502,Sonnenahalli,1415.0,2.0,1.0,65.0,3.0
6503,Sonnenahalli,1268.0,2.0,1.0,58.0,2.0
6504,Sonnenahalli,1268.0,2.0,1.0,56.0,2.0
6505,Sonnenahalli,605.0,1.0,1.0,30.24,1.0
6506,Sonnenahalli,1484.0,3.0,1.0,75.0,3.0
6507,Subramanyapura,929.0,2.0,0.0,50.17,2.0
6508,Subramanyapura,1200.0,2.0,2.0,52.0,2.0
6509,Subramanyapura,975.0,2.0,1.0,58.0,2.0
6510,Subramanyapura,1277.0,2.0,2.0,55.0,2.0
6511,Subramanyapura,985.0,2.0,1.0,58.0,2.0
6512,Subramanyapura,1245.0,2.0,1.0,68.0,3.0
6513,Subramanyapura,1313.0,2.0,2.0,73.0,2.0
6514,Subramanyapura,1313.0,2.0,2.0,66.5,2.0
6515,Subramanyapura,1255.0,2.0,2.0,79.0,3.0
6516,Subramanyapura,1330.0,3.0,2.0,72.0,3.0
6517,Subramanyapura,929.0,2.0,1.0,48.0,2.0
6518,Subramanyapura,950.0,2.0,1.0,55.0,2.0
6519,Subramanyapura,929.0,2.0,1.0,56.0,2.0
6520,Subramanyapura,1800.0,3.0,2.0,90.0,3.0
6521,Subramanyapura,1260.0,2.0,2.0,76.0,3.0
6522,Subramanyapura,1278.0,2.0,2.0,59.0,3.0
6523,Subramanyapura,960.0,2.0,1.0,55.0,2.0
6524,Subramanyapura,1260.0,2.0,1.0,73.0,3.0
6525,Subramanyapura,1278.0,3.0,2.0,62.71,3.0
6526,Subramanyapura,1278.0,3.0,2.0,70.0,3.0
6527,Subramanyapura,929.0,2.0,2.0,49.0,2.0
6528,Subramanyapura,1260.0,2.0,1.0,75.0,3.0
6529,Subramanyapura,1000.0,2.0,1.0,45.0,2.0
6530,Subramanyapura,2495.0,3.0,3.0,130.0,3.0
6531,Subramanyapura,929.0,1.0,2.0,51.0,2.0
6532,Subramanyapura,1880.0,3.0,2.0,110.0,3.0
6533,Subramanyapura,1800.0,3.0,2.0,80.0,3.0
6534,Sultan Palaya,1700.0,3.0,3.0,120.0,3.0
6535,Sultan Palaya,1100.0,2.0,1.0,45.0,2.0
6536,Sultan Palaya,900.0,2.0,2.0,45.0,2.0
6537,Sultan Palaya,870.0,2.0,1.0,65.0,2.0
6538,Sultan Palaya,1765.0,3.0,3.0,80.0,3.0
6539,Sultan Palaya,1713.0,3.0,3.0,125.0,3.0
6540,Sultan Palaya,1009.0,2.0,1.0,65.0,2.0
6541,Sultan Palaya,5000.0,5.0,2.0,325.0,4.0
6542,Sultan Palaya,1070.0,2.0,2.0,49.0,2.0
6543,TC Palaya,1475.0,3.0,1.0,98.0,3.0
6544,TC Palaya,1200.0,2.0,0.0,60.0,2.0
6545,TC Palaya,1200.0,2.0,0.0,66.0,3.0
6546,TC Palaya,1600.0,2.0,2.0,65.0,3.0
